Event.Index,UTC.Timestamp,UTC.Date,Local.Timestamp,Local.Timezone,Local.Date,Experiment.ID,Experiment.Version,Tree.Node.Key,Repeat.Key,Schedule.ID,Participant.Private.ID,Participant.Starting.Group,Participant.Status,Participant.Completion.Code,Participant.External.Session.ID,Participant.Device.Type,Participant.Device,Participant.OS,Participant.Browser,Participant.Monitor.Size,Participant.Viewport.Size,Checkpoint,Task.Name,Task.Version,branch.69an,Spreadsheet,Spreadsheet.Name,Spreadsheet.Row,Trial.Number,Screen.Number,Screen.Name,Zone.Name,Zone.Type,Reaction.Time,Reaction.Onset,Response.Type,Response,Attempt,Correct,Incorrect,Dishonest,X.Coordinate,Y.Coordinate,Timed.Out,randomise_blocks,randomise_trials,display,Arguments,StartDate,EndDate,ResponseId,CONSENT,Vegan,veg_conf,stanely_V,stanley_Nv,intellectual_v_1,intellectual_v_2,intellectual_v_3,intellectual_Nv_1,intellectual_Nv_2,intellectual_Nv_3,morality_v_1,morality_v_2,morality_v_3,morality_Nv_1,morality_Nv_2,morality_Nv_3,discuss_1,read_1,age,gender,gender_4_TEXT,edu,anything_else,ID,arg_ID,Position,Arg_Position
53,1646245699157,02/03/2022 18:28:19,1646245699119,0,02/03/2022 18:28:19,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,4,51,1,Screen 1,continueButton,response_rating_scale_likert_active,2174,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I love meat too much.,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,1,For,Against
54,1646245702042,02/03/2022 18:28:22,1646245702021,0,02/03/2022 18:28:22,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,39,52,1,Screen 1,continueButton,response_rating_scale_likert_active,2857,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan because my family is also vegan,24/02/2022 16:58,24/02/2022 17:03,R_12SwVlFWhtN72N2,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Once or twice a year,24,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,6,3,For,For
55,1646245712678,02/03/2022 18:28:32,1646245712645,0,02/03/2022 18:28:32,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,19,53,1,Screen 1,continueButton,response_rating_scale_likert_active,10581,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan because I am against human cruelty.,24/02/2022 16:48,24/02/2022 16:59,R_2Wx4CW5Ir4FULQt,YES,Yes,Somewhat Confident,NA,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",I really enjoyed this study. It was quite thought provoking and made me realise that I do not try to shove veganism down people's throat.,3,1,For,For
56,1646245720278,02/03/2022 18:28:40,1646245720239,0,02/03/2022 18:28:40,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,27,54,1,Screen 1,continueButton,response_rating_scale_likert_active,7552,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Protection of animal life,24/02/2022 16:53,24/02/2022 17:01,R_3kb6UAVBbutvyD6,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",NA,4,3,For,For
57,1646245724909,02/03/2022 18:28:44,1646245724881,0,02/03/2022 18:28:44,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,47,55,1,Screen 1,continueButton,response_rating_scale_likert_active,4596.999999999884,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"not balanced diet, not able to take all the nutrients from a vegan diet",24/02/2022 16:59,24/02/2022 17:04,R_rjpz7nY8NySy849,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Most weeks,A few times a year,29,Female,NA,"Undergraduate degree (BSc, BA)",NA,8,2,For,Against
58,1646245727442,02/03/2022 18:28:47,1646245727412,0,02/03/2022 18:28:47,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,59,56,1,Screen 1,continueButton,response_rating_scale_likert_active,2485,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Dairy products and meat are delicious and I won't give them up.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,2,For,Against
59,1646245741357,02/03/2022 18:29:01,1646245741329,0,02/03/2022 18:29:01,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,61,57,1,Screen 1,continueButton,response_rating_scale_likert_active,13868,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,I believe that it is not within our rights to exploit and kill animals when there are alternative ways of folllowing a balanced diet.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,1,For,For
60,1646245764770,02/03/2022 18:29:24,1646245764747,0,02/03/2022 18:29:24,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,2,58,1,Screen 1,continueButton,response_rating_scale_likert_active,23366,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"We would like to check you are reading each argument carefully. Please select ""Somewhat disagree"" for this answer",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,check1,NA,NA
61,1646245768137,02/03/2022 18:29:28,1646245768117,0,02/03/2022 18:29:28,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,37,59,1,Screen 1,continueButton,response_rating_scale_likert_active,3328,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan for health reasons,24/02/2022 16:58,24/02/2022 17:03,R_12SwVlFWhtN72N2,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Once or twice a year,24,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,6,1,For,For
62,1646245772552,02/03/2022 18:29:32,1646245772519,0,02/03/2022 18:29:32,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,26,60,1,Screen 1,continueButton,response_rating_scale_likert_active,4358,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Global warming and pollution,24/02/2022 16:53,24/02/2022 17:01,R_3kb6UAVBbutvyD6,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",NA,4,2,For,For
63,1646245774808,02/03/2022 18:29:34,1646245774783,0,02/03/2022 18:29:34,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,58,61,1,Screen 1,continueButton,response_rating_scale_likert_active,2226,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Humans are omnivores and need meat in order to be healthy.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,1,For,Against
64,1646245779152,02/03/2022 18:29:39,1646245779049,0,02/03/2022 18:29:39,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,63,62,1,Screen 1,continueButton,response_rating_scale_likert_active,4226,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,"Significantly cutting back on animal products has certain health benefits, for example lowering the risk of heart disease.",24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,3,For,For
65,1646245779199,02/03/2022 18:29:39,1646245779062,0,02/03/2022 18:29:39,81174,6,task-t3d4,NA,19994909,5923284,NA,complete,NA,621fb4c523b768ff2fda11e5,mobile,Apple iPhone,iOS 12.5.5,Mobile Safari 12.1.2,375x667,667x375,NA,ITT Ratings,4,for,first_60_vegan,NA,NA,END TASK,NA,NA,NA,NA,509023,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1,1646244439897,02/03/2022 18:07:19,1646244437960,0,02/03/2022 18:07:17,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x284,NA,ITT Ratings,4,for,first_60_vegan,NA,NA,BEGIN TASK,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2,1646244456794,02/03/2022 18:07:36,1646244454896,0,02/03/2022 18:07:34,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x284,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,1,1,1,Screen 1,advancementZone,continue_button,16813.5,NA,NA,NA,NA,0,1,0,NA,NA,NA,NA,NA,instructions,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
3,1646244517945,02/03/2022 18:08:37,1646244516064,0,02/03/2022 18:08:36,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,412x892,412x708,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,19,1,1,Screen 1,continueButton,response_rating_scale_likert_active,61105.69999998808,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I am vegan because I am against human cruelty.,24/02/2022 16:48,24/02/2022 16:59,R_2Wx4CW5Ir4FULQt,YES,Yes,Somewhat Confident,NA,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",I really enjoyed this study. It was quite thought provoking and made me realise that I do not try to shove veganism down people's throat.,3,1,For,For
4,1646244547192,02/03/2022 18:09:07,1646244545291,0,02/03/2022 18:09:05,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,5,2,1,Screen 1,continueButton,response_rating_scale_likert_active,27142.5,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I don't know how to go vegan.,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,2,For,Against
5,1646244553841,02/03/2022 18:09:13,1646244551946,0,02/03/2022 18:09:11,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,60,3,1,Screen 1,continueButton,response_rating_scale_likert_active,6590.300000011921,NA,NA,Somewhat Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Being vegan is expensive,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,3,For,Against
6,1646244562517,02/03/2022 18:09:22,1646244560627,0,02/03/2022 18:09:20,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,59,4,1,Screen 1,continueButton,response_rating_scale_likert_active,8616.800000011921,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,Dairy products and meat are delicious and I won't give them up.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,2,For,Against
7,1646244581389,02/03/2022 18:09:41,1646244579506,0,02/03/2022 18:09:39,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,25,5,1,Screen 1,continueButton,response_rating_scale_likert_active,18774,NA,NA,Somewhat Agree,1,0,1,0,NA,NA,NA,NA,1,statements,For ethical reasons and believes,24/02/2022 16:53,24/02/2022 17:01,R_3kb6UAVBbutvyD6,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",NA,4,1,For,For
8,1646244585118,02/03/2022 18:09:45,1646244583253,0,02/03/2022 18:09:43,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,49,6,1,Screen 1,continueButton,response_rating_scale_likert_active,3688,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,not fair for animals to be killed just for tasty food,24/02/2022 16:59,24/02/2022 17:04,R_rjpz7nY8NySy849,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Most weeks,A few times a year,29,Female,NA,"Undergraduate degree (BSc, BA)",NA,8,1,For,For
9,1646244590493,02/03/2022 18:09:50,1646244588609,0,02/03/2022 18:09:48,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,7,7,1,Screen 1,continueButton,response_rating_scale_likert_active,5303.399999976158,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Because I love animals and respect living creatures.,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,1,For,For
10,1646244594840,02/03/2022 18:09:54,1646244592963,0,02/03/2022 18:09:52,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,62,8,1,Screen 1,continueButton,response_rating_scale_likert_active,4298.700000047684,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Animal agriculture is extremely harmful to the environment. There are countless studies in support of this.,24/02/2022 16:55,24/02/2022 17:06,R_VO1DukM94XfOBTb,YES,Yes,Very confident,NA,Strongly Disagree,NA,NA,NA,Disagree,Agree,Strongly Agree,NA,NA,NA,Agree,Agree,Agree,it is a privileged lifestyle.,Most weeks,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",10,2,For,For
11,1646244601329,02/03/2022 18:10:01,1646244599452,0,02/03/2022 18:09:59,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,40,9,1,Screen 1,continueButton,response_rating_scale_likert_active,6426.100000023842,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"One vegan won't make a difference in the big picture, so why bother.",24/02/2022 16:54,24/02/2022 17:03,R_3Ofgy4rEZ8ZwHB1,YES,Yes,Confident,NA,Agree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Most months,19,Female,NA,No formal qualifications,NA,7,1,For,Against
12,1646244605554,02/03/2022 18:10:05,1646244603655,0,02/03/2022 18:10:03,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,6,10,1,Screen 1,continueButton,response_rating_scale_likert_active,4146.800000011921,NA,NA,Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I think going vegan is too expensive,24/02/2022 16:50,24/02/2022 16:54,R_2rv9z4vLZcwvFZX,YES,Yes,Confident,NA,Strongly Disagree,NA,NA,NA,Somewhat Disagree,Agree,Strongly Agree,NA,NA,NA,Strongly Agree,Agree,Agree,Most weeks,Most weeks,23,Female,NA,"Undergraduate degree (BSc, BA)",NA,1,3,For,Against
13,1646244609613,02/03/2022 18:10:09,1646244607598,0,02/03/2022 18:10:07,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,47,11,1,Screen 1,continueButton,response_rating_scale_likert_active,3833.300000011921,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,"not balanced diet, not able to take all the nutrients from a vegan diet",24/02/2022 16:59,24/02/2022 17:04,R_rjpz7nY8NySy849,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Somewhat Agree,Somewhat Disagree,Neither Agree nor Disagree,Most weeks,A few times a year,29,Female,NA,"Undergraduate degree (BSc, BA)",NA,8,2,For,Against
14,1646244614406,02/03/2022 18:10:14,1646244612521,0,02/03/2022 18:10:12,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,34,12,1,Screen 1,continueButton,response_rating_scale_likert_active,4870.800000011921,NA,NA,Neither Agree nor Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,their family is not vegan,24/02/2022 16:58,24/02/2022 17:03,R_12SwVlFWhtN72N2,YES,Yes,Somewhat Confident,NA,Somewhat Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Disagree,NA,NA,NA,Strongly Disagree,Strongly Disagree,Strongly Disagree,Rarely,Once or twice a year,24,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,6,1,For,Against
15,1646244620241,02/03/2022 18:10:20,1646244618348,0,02/03/2022 18:10:18,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,17,13,1,Screen 1,continueButton,response_rating_scale_likert_active,5789,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,I eat meat because it is the easiest way to get protein in my diet.,24/02/2022 16:48,24/02/2022 16:59,R_2Wx4CW5Ir4FULQt,YES,Yes,Somewhat Confident,NA,Strongly Agree,NA,NA,NA,Neither Agree nor Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,A few times a year,23,Female,NA,"Undergraduate degree (BSc, BA)",I really enjoyed this study. It was quite thought provoking and made me realise that I do not try to shove veganism down people's throat.,3,2,For,Against
16,1646244623678,02/03/2022 18:10:23,1646244621778,0,02/03/2022 18:10:21,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,54,14,1,Screen 1,continueButton,response_rating_scale_likert_active,3375.5,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,you miss a lot of nutrients when you have a plant-based diet,24/02/2022 16:58,24/02/2022 17:04,R_4I6IGcZhPSbxrR7,YES,Yes,Very confident,NA,Somewhat Disagree,NA,NA,NA,Disagree,Disagree,Somewhat Disagree,NA,NA,NA,Agree,Neither Agree nor Disagree,Disagree,Most weeks,Most days,25,Male,NA,"Postgraduate degree (MSc, MA, MPhil)",I am very happy to fill something with this subject.,9,3,For,Against
17,1646244628598,02/03/2022 18:10:28,1646244626709,0,02/03/2022 18:10:26,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,29,15,1,Screen 1,continueButton,response_rating_scale_likert_active,4874.399999976158,NA,NA,Strongly Disagree,1,0,1,0,NA,NA,NA,NA,1,statements,people have always eaten meat. I don't see the point of elimination of meat,24/02/2022 16:50,24/02/2022 17:01,R_1feBl1EgjD9sS0W,YES,Yes,Confident,NA,Neither Agree nor Disagree,NA,NA,NA,Disagree,Disagree,Disagree,NA,NA,NA,Disagree,Disagree,Disagree,A few times a year,Most months,28,Female,NA,"Postgraduate degree (MSc, MA, MPhil)",NA,5,2,For,Against
18,1646244630411,02/03/2022 18:10:30,1646244628533,0,02/03/2022 18:10:28,81174,6,task-t3d4,NA,19994510,5923161,NA,complete,NA,621fb1d6a2623e77ebd37898,mobile,Samsung SM-A505FN,Android 11,Chrome 91.0.4472.88,892x412,812x332,NA,ITT Ratings,4,for,first_60_vegan,first_60_vegan,26,16,1,Screen 1,continueButton,response_rating_scale_likert_active,1757.5,NA,NA,Strongly Agree,1,0,1,0,NA,NA,NA,NA,1,statements,Global warming and pollution,24/02/2022 16:53,24/02/2022 17:01,R_3kb6UAVBbutvyD6,YES,Yes,Very confident,NA,Disagree,NA,NA,NA,Neither Agree nor Disagree,Somewhat Agree,Agree,NA,NA,NA,Neither Agree nor Disagree,Neither Agree nor Disagree,Neither Agree nor Disagree,Once or twice a year,Most weeks,22,Female,NA,"Undergraduate degree (BSc, BA)",NA,4,2,For,For
